resturant,address,rate,rate_count,food,avg_price_for_two,rate_ratio,sector,fod,continental,italian,chicken,desserts,north indian,asian,japanese,fast food,sandwich,bbq,south indian,street food,bakery,cafe,seafood,european,pizza,burger,chinese,ice cream,wraps,biryani,momos,mexican,american,rajasthani,image
Bellagio,"Sector 56, Gurgaon",4.3,1040.0,"european,italian,mughlai,modern indian,salad,desserts",3000.0,66.87301398920195,Sector 56,"continental,italian,chicken,desserts",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/2/308022/8252b7166113ca06dcdd3ec69764375e_featured_v2.jpg
Nowhere Terrace Brewpub Cafe,"Cross Point Mall, DLF Phase 4, Gurgaon",4.2,1801.0,"north indian,asian,continental,sushi,fast food,italian,sandwich",2000.0,86.97240941815974,DLF Phase Phase,"north indian,asian,continental,japanese,fast food,italian,sandwich",1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/20698823/7f51b6a023d77e9105677702586eb1a5_featured_v2.jpg
Seasonal Tastes - The Westin Gurgaon,"The Westin Gurgaon, Sector 29, Gurgaon",4.1,1392.0,"north indian,asian,japanese,thai,sushi,sichuan,kebab,desserts",5000.0,75.54601246922302,Sector 29,"north indian,asian,japanese,asian,japanese,chicken,desserts",0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/9/7999/00492f608bb87af02095220c46d36f9e_featured_v2.jpg
The Barbeque Times,"Sector 50, Gurgaon",4.2,3318.0,"bbq,south indian,north indian,asian,mughlai,street food,bakery,desserts",1700.0,118.04914230946363,Sector 50,"bbq,south indian,north indian,asian,chicken,street food,bakery,desserts",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/20605913/2a6c9057260b2ef2a974a6d8e06d3ff5_featured_v2.jpghttps://b.zmtcdn.com/data/pictures/4/19701744/e88fa82ca2bb00da8ba6740c95bf182f_featured_v2.jpg
VietNom,"Cyber Hub, DLF Cyber City, Gurgaon",4.7,3837.0,"asian,healthy food,desserts,beverages",2200.0,134.29035706259776,DLF Phase Phase,"asian,desserts,cafe",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/5/19320335/1d403dab649727f31cb5069670546642_featured_v2.jpg
Mala - Akbari,Sector 15,4.4,1373.0,"north indian,south indian,seafood,desserts,beverages",1900.0,77.72515680267233,Sector 15,"north indian,south indian,seafood,desserts,cafe",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/9/7999/00492f608bb87af02095220c46d36f9e_featured_v2.jpg
Brewocrat - Brewery Skybar & Kitchen,"Elements One Mall, Sector 49, Gurgaon",4.5,2096.0,"north indian,continental,asian,mediterranean,sushi,pizza,salad,burger",3200.0,97.11848433743188,Sector 49,"north indian,continental,asian,european,japanese,pizza,burger",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/6/20293756/b89a070343ddeaaacba6c07b40f95b62_featured_v2.jpg
Comorin,"DLF Horizon Center, Gurgaon",4.8,1026.0,"finger food,north indian,street food,desserts,beverages",3000.0,70.17691928262454,DLF Phase Phase,"north indian,street food,desserts,cafe",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/20522803/ca6af8652dc665a98c18c21fce87f583_featured_v2.jpg
Sutra Gastropub,"Cyber Hub, DLF Cyber City, Gurgaon",4.2,3198.0,"bar food,north indian,asian,continental,italian,beverages",2800.0,115.89477986518634,DLF Phase Phase,"north indian,asian,continental,italian,cafe",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/19043958/7f7e676f632cc1a84ae27eea1cd81efa_featured_v2.jpg
Ping's Bia Hoi,"DLF Horizon Center, Gurgaon",4.4,788.0,"chinese,japanese,korean,ice cream",1700.0,58.882934709472494,DLF Phase Phase,"chinese,japanese,asian,ice cream",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/18254537/8b0b3f07b8707fac2c7836e496362bb4_featured_v2.jpg
You Mee,"Ambience Mall, DLF Phase 3, Gurgaon",4.5,1795.0,"asian,chinese,thai,japanese,rolls,desserts,beverages",2000.0,89.87491307367145,DLF Phase Phase,"asian,chinese,asian,japanese,wraps,desserts,cafe",0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/19701744/e88fa82ca2bb00da8ba6740c95bf182f_featured_v2.jpg
RYU Bar,Sector 15,4.3,836.0,"north indian,asian,sushi,italian,mughlai,biryani,desserts",2000.0,59.95665100720687,Sector 15,"north indian,asian,japanese,italian,chicken,biryani,desserts",0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/19701744/e88fa82ca2bb00da8ba6740c95bf182f_featured_v2.jpg
Michigan Taps,"Global Foyer Mall, Golf Course Road, Gurgaon",4.3,1158.0,"salad,kebab,chinese,north indian,mediterranean,continental,pizza,asian",2000.0,70.56486377794546,Golf Course Road,"chicken,chinese,north indian,european,continental,pizza,asian",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/6/19294456/196238365e3c385e75ef3585e9542b95_featured_v2.jpg
CAD Tech Bar,Sector 15,4.2,1602.0,"bar food,north indian,mughlai,asian,pizza,fast food,shake,beverages",2200.0,82.026824880645,Sector 15,"north indian,chicken,asian,pizza,fast food,cafe,cafe",0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/7528/efe9ac1e3a18380f93fa2f3265ce086f_featured_v2.jpg
Punjab Grill,"Cyber Hub, DLF Cyber City, Gurgaon",4.4,2861.0,"north indian,mughlai,biryani,kebab,desserts",2000.0,112.19803919855283,DLF Phase Phase,"north indian,chicken,biryani,chicken,desserts",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/20379233/2caa611ccd062b92249af2f32a4dea65_featured_v2.jpg
Open Tap,"Main Market, Sector 29, Gurgaon",4.4,2307.0,"bar food,oriental,continental,fast food,north indian,beverages",2500.0,100.75117865315522,Sector 29,"asian,continental,fast food,north indian,cafe",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/20520750/70f79f0a26c01fbb7fa684e093321724_featured_v2.jpg
Anardana,"M3M International Financial Center, Gurgaon",4.4,691.0,"north indian,mughlai,chinese,italian,momos,biryani,desserts,beverages",2400.0,55.139822270297536,M3M International Center,"north indian,chicken,chinese,italian,momos,biryani,desserts,cafe",0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/18254537/8b0b3f07b8707fac2c7836e496362bb4_featured_v2.jpg
Romeo Lane,"Sector 56, Gurgaon",4.1,151.0,"bar food,continental,chinese,salad",3700.0,24.88172019776768,Sector 56,"continental,chinese",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/2/20205372/55f5d87a7221eaf3798153d101a0b3d6_featured_v2.jpg
Orale Skybar,"Sector 66, Gurgaon",4.3,401.0,"asian,mediterranean,north indian,continental,beverages",1800.0,41.52469144978684,Sector 66,"asian,european,north indian,continental,cafe",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/6/5046/a762f0249216e797a52375c872c03da2_featured_v2.jpg
Yeti - The Himalayan Kitchen,"DLF Cyber City, Gurgaon",4.5,815.0,"tibetan,asian,chinese,momos,beverages",2500.0,60.559887714559046,DLF Phase Phase,"momos,asian,chinese,momos,cafe",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/6/20293756/b89a070343ddeaaacba6c07b40f95b62_featured_v2.jpg
Striker Privè,"Worldmark, Gurgaon",4.5,479.0,"north indian,chinese,japanese,european,pizza,beverages",1800.0,46.427362621626486,Worldmark,"north indian,chinese,japanese,continental,pizza,cafe",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/20681617/9be2e883ea95549a66edcb4a3d677f5a_featured_v2.jpg
Striker 29,"Sector 29, Gurgaon",4.4,606.0,"mediterranean,north indian,oriental,fast food,beverages",1400.0,51.637195895981804,Sector 29,"european,north indian,asian,fast food,cafe",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/20605913/2a6c9057260b2ef2a974a6d8e06d3ff5_featured_v2.jpg
House #309 By Sweet Obsession,"South Point Mall, Golf Course Road, Gurgaon",4.7,605.0,"cafe,beverages,italian,continental,salad,desserts",1600.0,53.32447843157962,Golf Course Road,"cafe,cafe,italian,continental,desserts",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/19046158/eac9378e3b7b4ea4edf10d0bf4fd7e80_featured_v2.jpg
Big Pitcher,"Sector 29, Gurgaon",4.4,1396.0,"north indian,asian,continental,chinese,oriental,mediterranean,fast food,biryani",3000.0,78.37346489724695,Sector 29,"north indian,asian,continental,chinese,asian,european,fast food,biryani",1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/5/20504225/f3736730661e7787a7a4f5c771fc06b9_featured_v2.jpg
The Drunken Botanist,"Cyber Hub, DLF Cyber City, Gurgaon",4.4,8211.0,"continental,italian,north indian,asian,chinese,sushi,healthy food,desserts",3000.0,190.07472214894852,DLF Phase Phase,"continental,italian,north indian,asian,chinese,japanese,desserts",1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/18254537/8b0b3f07b8707fac2c7836e496362bb4_featured_v2.jpg
Striker Skybar,"South Point Mall, Golf Course Road, Gurgaon",4.4,1313.0,"north indian,chinese,salad,oriental,european,italian,fast food",2500.0,76.0078943268395,Golf Course Road,"north indian,chinese,asian,continental,italian,fast food",0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/20681617/9be2e883ea95549a66edcb4a3d677f5a_featured_v2.jpg
Downtown Fresh Beer Cafe,"DLF Galleria, DLF Phase 4, Gurgaon",4.5,1162.0,"north indian,oriental,european,pizza,rolls,salad,bar food,beverages",1800.0,72.3118247591637,DLF Phase Phase,"north indian,asian,continental,pizza,wraps,cafe",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/19539403/7120a7dd8f007e378c436463af5061f6_featured_v2.jpg
Farzi Cafe,"Cyber Hub, DLF Cyber City, Gurgaon",4.4,7007.0,"north indian,fast food,pizza,desserts",2000.0,175.58701546526726,DLF Phase Phase,"north indian,fast food,pizza,desserts",0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/6/20293756/b89a070343ddeaaacba6c07b40f95b62_featured_v2.jpg
Bhawan,Sector 15,4.6,315.0,"north indian,bar food,desserts,beverages",2600.0,38.06573262134856,Sector 15,"north indian,desserts,cafe",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/310737/4dcc40c75d138f7437ce0513517bdfad_featured_v2.jpg
Walking Street,"Main Market, Sector 29, Gurgaon",4.2,1647.0,"bar food,asian,north indian,continental",1600.0,83.17090837546503,Sector 29,"asian,north indian,continental",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/20756278/7c8f86372e9f97174867134e8677c898_featured_v2.jpg
Zorro - The Luxury Night Club,"Sector 29, Gurgaon",4.1,195.0,"finger food,north indian,continental,asian",2700.0,28.27543103119738,Sector 29,"north indian,continental,asian",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/310737/4dcc40c75d138f7437ce0513517bdfad_featured_v2.jpg
Zambar,"Ambience Mall, DLF Phase 3, Gurgaon",4.4,2692.0,"south indian,seafood,desserts,beverages",1200.0,108.83381827354953,DLF Phase Phase,"south indian,seafood,desserts,cafe",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/9/7999/00492f608bb87af02095220c46d36f9e_featured_v2.jpg
Mamagoto,"Cyber Hub, DLF Cyber City, Gurgaon",4.3,1976.0,"chinese,asian,japanese,seafood,rolls,salad,desserts,beverages",1800.0,92.17808850263712,DLF Phase Phase,"chinese,asian,japanese,seafood,wraps,desserts,cafe",0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/6/20293756/b89a070343ddeaaacba6c07b40f95b62_featured_v2.jpg
Tim Hortons,"Cyber Hub, DLF Cyber City, Gurgaon",3.9,667.0,"cafe,coffee,beverages,italian,sandwich,fast food",800.0,51.00294109166647,DLF Phase Phase,"cafe,cafe,cafe,italian,sandwich,fast food",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/9/19654139/5380755862a490e9da21c185b7aa18a6_featured_v2.jpg
Manhattan Bar & Brewery,"Global Foyer Mall, Golf Course Road, Gurgaon",4.7,4862.0,"finger food,north indian,continental,bar food,italian,beverages",1700.0,151.16679529579238,Golf Course Road,"north indian,continental,italian,cafe",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/18416827/66e679827c23ac5253cb39e3a0f04ad8_featured_v2.jpg
Melt House,Sector 15,4.6,1892.0,"continental,healthy food,sandwich,pasta,italian,desserts,beverages",1500.0,93.2909427543746,Sector 15,"continental,sandwich,italian,italian,desserts,cafe",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/18575144/b47707534b6f00a0d70481f99d2f56e7_featured_v2.jpg
Pizzeria Da Susy,"Cross Point Mall, DLF Phase 4, Gurgaon",4.4,102.0,"pizza,salad,coffee,beverages",1200.0,21.18490028298458,DLF Phase Phase,"pizza,cafe,cafe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/7528/efe9ac1e3a18380f93fa2f3265ce086f_featured_v2.jpg
Ministry Of Beer,"Sector 29, Gurgaon",4.2,2649.0,"bar food,italian,fast food,north indian,beverages,chinese",3000.0,105.47890784417518,Sector 29,"italian,fast food,north indian,cafe,chinese",0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/19067240/e10272c8232abafb4dfb1f455d336dcc_featured_v2.jpg
The Société,"Eros City Square Mall, Sector 49, Gurgaon",4.3,737.0,"north indian,oriental,chinese,european,pizza,fast food,beverages",1800.0,56.29475996929021,Sector 49,"north indian,asian,chinese,continental,pizza,fast food,cafe",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/19043958/7f7e676f632cc1a84ae27eea1cd81efa_featured_v2.jpg
Roesia,"Sector 66, Gurgaon",4.5,546.0,"north indian,oriental,italian,desserts",3000.0,49.56813492557492,Sector 66,"north indian,asian,italian,desserts",0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/18416827/66e679827c23ac5253cb39e3a0f04ad8_featured_v2.jpg
Under The Neem,"Sector 83, Gurgaon",4.1,525.0,"north indian,healthy food,italian,pizza,pasta,desserts,beverages",3000.0,46.39504283864818,Sector 83,"north indian,italian,pizza,italian,desserts,cafe",0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/20522803/ca6af8652dc665a98c18c21fce87f583_featured_v2.jpg
AB's - Absolute Barbecues,"MGF Metropolis Mall, MG Road, Gurgaon",4.3,10002.0,"north indian,chinese,desserts,salad",1600.0,207.3851489379121,MGF Metropolis Mall,"north indian,chinese,desserts",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/20520750/70f79f0a26c01fbb7fa684e093321724_featured_v2.jpg
Norenj Wine Dine & Fresh Beer Cafe,"SS Plaza, Gurgaon",4.4,2348.0,"continental,italian,oriental,north indian,desserts,beverages",3300.0,101.64251079149903,SS Plaza,"continental,italian,asian,north indian,desserts,cafe",1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/18671714/ddb7786171eab5fb146927cfcbbf6470_featured_v2.jpg
Clock Tower,"Golf Course Road, Gurgaon",4.8,2593.0,"bar food,north indian,asian,pizza,pasta,continental,beverages",3000.0,111.56343487003257,Golf Course Road,"north indian,asian,pizza,italian,continental,cafe",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/7528/efe9ac1e3a18380f93fa2f3265ce086f_featured_v2.jpg
Soca - Brew Lounge,"DLF Star Mall, Sector 30, Gurgaon",4.1,117.0,"north indian,asian,sandwich,thai,salad,desserts,coffee,beverages",2000.0,21.902054698132773,DLF Phase Phase,"north indian,asian,sandwich,asian,desserts,cafe,cafe",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/6/19294456/196238365e3c385e75ef3585e9542b95_featured_v2.jpg
Reflex,"M3M International Financial Center, Gurgaon",4.5,412.0,"north indian,continental,chinese,italian,european,sushi,biryani,beverages",2500.0,43.05810028322197,M3M International Center,"north indian,continental,chinese,italian,continental,japanese,biryani,cafe",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/18863320/f2708e09ed0f1105a2fad1954b368b5e_featured_v2.jpg
Hamoni : Cafe By The Greens,"Sector 23, Gurgaon",4.4,1043.0,"cafe,north indian,italian,chinese,fast food,salad,beverages,desserts",1500.0,67.74363438729871,Sector 23,"cafe,north indian,italian,chinese,fast food,cafe,desserts",0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/18671714/ddb7786171eab5fb146927cfcbbf6470_featured_v2.jpg
IFC Social,"M3M International Financial Center, Gurgaon",4.2,274.0,"north indian,chinese,biryani,pasta,burger,pizza,beverages,desserts",1500.0,33.9234432214656,M3M International Center,"north indian,chinese,biryani,italian,burger,pizza,cafe,desserts",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/2/308022/8252b7166113ca06dcdd3ec69764375e_featured_v2.jpg
Asia Alive - DoubleTree By Hilton,"DoubleTree by Hilton, Sector 56, Gurgaon",3.8,349.0,"asian,thai,chinese,north indian,desserts",3000.0,36.41702898370486,Sector 56,"asian,asian,chinese,north indian,desserts",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/18254537/8b0b3f07b8707fac2c7836e496362bb4_featured_v2.jpg
Decode Air Bar,"Sector 29, Gurgaon",4.3,1615.0,"modern indian,bar food,sushi,italian,asian",1800.0,83.333666666,Sector 29,"japanese,italian,asian",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/18254537/8b0b3f07b8707fac2c7836e496362bb4_featured_v2.jpg
Soi 7 Pub & Brewery,"Cyber Hub, DLF Cyber City, Gurgaon",4.2,5925.0,"chinese,japanese,salad,rolls,seafood,pizza,pasta,beverages",2000.0,157.7498019016189,DLF Phase Phase,"chinese,japanese,wraps,seafood,pizza,italian,cafe",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/20522803/ca6af8652dc665a98c18c21fce87f583_featured_v2.jpg
Good Fellas Pub,"Sector 29, Gurgaon",4.1,157.0,"north indian,biryani,continental,pizza,fast food,chinese,seafood,desserts",1500.0,25.37124356431904,Sector 29,"north indian,biryani,continental,pizza,fast food,chinese,seafood,desserts",1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/19067240/e10272c8232abafb4dfb1f455d336dcc_featured_v2.jpg
