resturant,address,rate,rate_count,food,avg_price_for_two,rate_ratio,sector,fod,continental,italian,chicken,desserts,north indian,asian,japanese,fast food,sandwich,bbq,south indian,street food,bakery,cafe,seafood,european,pizza,burger,chinese,ice cream,wraps,biryani,momos,mexican,american,rajasthani,image
Om Sweets & Snacks,"Sector 14, Gurgaon",3.9,1557.0,"desserts,south indian,fast food,street food,north indian,chinese,beverages",400.0,77.92496390759511,Sector 14,"desserts,south indian,fast food,street food,north indian,chinese,cafe",0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/20520750/70f79f0a26c01fbb7fa684e093321724_featured_v2.jpg
Got Tea,Sector 15,4.3,53.0,"cafe,korean,desserts,beverages",600.0,15.096357176484664,Sector 15,"cafe,asian,desserts,cafe",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/19067240/e10272c8232abafb4dfb1f455d336dcc_featured_v2.jpg
Nazeer Foods,"Ardee Mall, Ardee City, Gurgaon",4.2,115.0,"north indian,mughlai,biryani,rolls,burger,fast food,beverages",900.0,21.97726097583591,Ardee Mall,"north indian,chicken,biryani,wraps,burger,fast food,cafe",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/20698823/7f51b6a023d77e9105677702586eb1a5_featured_v2.jpg
Hong's Momos,"Eros City Square Mall, Sector 49, Gurgaon",3.7,34.0,"momos,chinese,beverages",400.0,11.216059914247962,Sector 49,"momos,chinese,cafe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/2/308022/8252b7166113ca06dcdd3ec69764375e_featured_v2.jpg
Bunny’s Café & Restro,"M3M Urbana, Golf Course Extension, Gurgaon",3.8,159.0,"wraps,pizza,fast food,burger,sandwich,street food,shake,beverages",600.0,24.58048006040565,M3M Urbana,"wraps,pizza,fast food,burger,sandwich,street food,cafe,cafe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/9/19654139/5380755862a490e9da21c185b7aa18a6_featured_v2.jpg
AKU'S - The Burger Co.,"DLF Cyber City, Gurgaon",4.1,26.0,"burger,fast food,beverages",600.0,10.324727599312244,DLF Phase Phase,"burger,fast food,cafe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/19046158/eac9378e3b7b4ea4edf10d0bf4fd7e80_featured_v2.jpg
White Cub,Sector 25,3.6,7.0,"ice cream,shake",350.0,5.019960159204453,Sector 25,"ice cream,cafe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/19539403/7120a7dd8f007e378c436463af5061f6_featured_v2.jpg
Melange - The Pllazio Hotel,"The Pllazio Hotel, Sector 29, Gurgaon",4.0,215.0,"north indian,asian,continental,italian,beverages",3000.0,29.32575659723036,Sector 29,"north indian,asian,continental,italian,cafe",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/19067240/e10272c8232abafb4dfb1f455d336dcc_featured_v2.jpg
Cafe Amaretto,"South Point Mall, Golf Course Road, Gurgaon",4.3,1050.0,"cafe,pizza,italian,mexican,bakery,desserts,beverages",1700.0,67.19374970932937,Golf Course Road,"cafe,pizza,italian,mexican,bakery,desserts,cafe",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/18575144/b47707534b6f00a0d70481f99d2f56e7_featured_v2.jpg
Meethi Neem,"M3M Urbana, Golf Course Extension, Gurgaon",3.9,5.0,"south indian,beverages",400.0,4.415880433163924,M3M Urbana,"south indian,cafe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/18254537/8b0b3f07b8707fac2c7836e496362bb4_featured_v2.jpg
Mumbaikar's,"Sector 60, Gurgaon",4.2,101.0,"street food,south indian,beverages,shake",300.0,20.59611613872868,Sector 60,"street food,south indian,cafe,cafe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/18575144/b47707534b6f00a0d70481f99d2f56e7_featured_v2.jpg
Burger Singh - Big Punjabi Burgers,"South City 2, Gurgaon",3.5,41.0,"burger,fast food,momos,beverages",400.0,11.97914855071094,South City 2,"burger,fast food,momos,cafe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/20379233/2caa611ccd062b92249af2f32a4dea65_featured_v2.jpg
Kt Kitchen,"Sector 50, Gurgaon",3.6,43.0,"healthy food,north indian,salad,wraps,beverages",500.0,12.441864811996632,Sector 50,"north indian,wraps,cafe",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/18416827/66e679827c23ac5253cb39e3a0f04ad8_featured_v2.jpg
Chai Sutta Bar,"Omaxe Gurgaon Mall, Gurgaon",3.4,6.0,"tea,coffee,beverages,fast food,street food",200.0,4.516635916254486,Omaxe Gurgaon Mall,"cafe,cafe,cafe,fast food,street food",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/18291198/61400b1cd420a594db38a5f3c3bf9813_featured_v2.jpg
Kingdom Of Momos,"Sector 60, Gurgaon",3.7,12.0,"chinese,momos,asian",500.0,6.663332499583073,Sector 60,"chinese,momos,asian",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/20522803/ca6af8652dc665a98c18c21fce87f583_featured_v2.jpg
Woodrose Caffe,"Palam Vihar, Gurgaon",3.7,60.0,"north indian,chinese,continental,oriental,desserts",900.0,14.89966442575134,Palam Vihar,"north indian,chinese,continental,asian,desserts",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/6/19294456/196238365e3c385e75ef3585e9542b95_featured_v2.jpg
Qilla,"Rodeo Drive, Sector 49, Gurgaon",3.9,11.0,"awadhi,kebab,rolls,biryani",600.0,6.549809157525126,Sector 49,"chicken,wraps,biryani",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/20522803/ca6af8652dc665a98c18c21fce87f583_featured_v2.jpg
Desi Tandoor,"Sector 85, Gurgaon",3.9,64.0,"chinese,north indian,momos,fast food,mughlai,biryani",300.0,15.7987341265052,Sector 85,"chinese,north indian,momos,fast food,chicken,biryani",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/19046158/eac9378e3b7b4ea4edf10d0bf4fd7e80_featured_v2.jpg
Cafe Central - Radisson,"Radisson Gurugram Sohna Road City Center, Sohna Road, Gurgaon",3.9,350.0,"north indian,continental,chinese",3000.0,36.945906403822335,Sohna Road City Center,"north indian,continental,chinese",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/5/19320335/1d403dab649727f31cb5069670546642_featured_v2.jpg
Cup Of Joy,"Sector 60, Gurgaon",3.9,9.0,"cafe,coffee,italian,continental,fast food,beverages",650.0,5.92452529743945,Sector 60,"cafe,cafe,italian,continental,fast food,cafe",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/5/19357095/dab7df70e2f4a57a8efa61d9cd0b0bc3_featured_v2.jpg
Another Fine Day,"Golf Course Road, Gurgaon",4.2,1034.0,"mediterranean,continental,fast food,desserts",1200.0,65.89992412742218,Golf Course Road,"european,continental,fast food,desserts",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/7528/efe9ac1e3a18380f93fa2f3265ce086f_featured_v2.jpg
Sibang Bakery,"South Point Mall, Golf Course Road, Gurgaon",4.5,508.0,"bakery,tea,shake,beverages",400.0,47.81213235152768,Golf Course Road,"bakery,cafe,cafe,cafe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/9/7999/00492f608bb87af02095220c46d36f9e_featured_v2.jpg
The Ark,"Sector 56, Gurgaon",4.1,265.0,"finger food,north indian,fast food,beverages",1900.0,32.96209944769902,Sector 56,"north indian,fast food,cafe",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/19046158/eac9378e3b7b4ea4edf10d0bf4fd7e80_featured_v2.jpg
Cibo,"Nirvana Courtyard, Sector 50, Gurgaon",4.0,43.0,"cafe,italian,continental,salad,shake,beverages,desserts",950.0,13.114877048604,Sector 50,"cafe,italian,continental,cafe,cafe,desserts",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/19539403/7120a7dd8f007e378c436463af5061f6_featured_v2.jpg
Prego - The Westin Gurgaon,"The Westin Gurgaon, Sector 29, Gurgaon",4.1,905.0,italian,3500.0,60.91387362497972,Sector 29,italian,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/20522803/ca6af8652dc665a98c18c21fce87f583_featured_v2.jpg
Lucky 9 - The Foodie People,"Sector 49, Gurgaon",3.4,18.0,"north indian,mughlai,biryani,chinese",1000.0,7.823042886243178,Sector 49,"north indian,chicken,biryani,chinese",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/6/19294456/196238365e3c385e75ef3585e9542b95_featured_v2.jpg
The Grills Food Junction,"Old Railway Road, Gurgaon",4.6,119.0,"north indian,chinese,biryani,fast food,desserts,beverages",850.0,23.39658094679648,Old Railway Road,"north indian,chinese,biryani,fast food,desserts,cafe",0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/20605913/2a6c9057260b2ef2a974a6d8e06d3ff5_featured_v2.jpg
The Waffle Co.,"Sector 31, Gurgaon",3.9,6.0,"waffle,desserts,shake,beverages",350.0,4.8373546489791295,Sector 31,"bakery,desserts,cafe,cafe",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/19043958/7f7e676f632cc1a84ae27eea1cd81efa_featured_v2.jpg
Punjabi Rutbaa Kitchen,"Sector 4, Gurgaon",4.0,72.0,"north indian,chinese,continental,pizza,pasta,sandwich",500.0,16.97056274847714,Sector 4,"north indian,chinese,continental,pizza,italian,sandwich",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/7528/efe9ac1e3a18380f93fa2f3265ce086f_featured_v2.jpg
Almadhaq,"Baani Square, Sector 50, Gurgaon",4.0,81.0,"continental,salad,mediterranean,desserts",600.0,18.0,Sector 50,"continental,european,desserts",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/18254537/8b0b3f07b8707fac2c7836e496362bb4_featured_v2.jpg
Gung -The Palace,"Sector 29, Gurgaon",4.5,506.0,korean,3500.0,47.7179211617606,Sector 29,asian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/19539403/7120a7dd8f007e378c436463af5061f6_featured_v2.jpg
My Tea Chapel - Pinsa Pizza And Waffles,"DLF Phase 2, Gurgaon",4.2,77.0,"cafe,beverages,salad,italian,pizza,waffle,desserts",850.0,17.983325610131182,DLF Phase Phase,"cafe,cafe,italian,pizza,bakery,desserts",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/9/7999/00492f608bb87af02095220c46d36f9e_featured_v2.jpg
Rao Hotel,"Manesar, Gurgaon",3.9,373.0,"north indian,fast food,south indian,chinese,street food,beverages",300.0,38.140529624010206,Manesar,"north indian,fast food,south indian,chinese,street food,cafe",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/20522803/ca6af8652dc665a98c18c21fce87f583_featured_v2.jpg
Shreemm,"Sector 14, Gurgaon",3.4,5.0,north indian,200.0,4.123105625617661,Sector 14,north indian,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/18575144/b47707534b6f00a0d70481f99d2f56e7_featured_v2.jpg
Kitchen Of Awadh,"Supermart 1, DLF Phase 4, Gurgaon",4.3,916.0,"north indian,awadhi,biryani",1200.0,62.759859783144826,DLF Phase Phase,"north indian,biryani",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/20522803/ca6af8652dc665a98c18c21fce87f583_featured_v2.jpg
The Fit Food,"Rodeo Drive, Sector 49, Gurgaon",3.4,7.0,"healthy food,salad,continental,sandwich,wraps,fast food,desserts,beverages",500.0,4.878524367060187,Sector 49,"continental,sandwich,wraps,fast food,desserts,cafe",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/5/19357095/dab7df70e2f4a57a8efa61d9cd0b0bc3_featured_v2.jpg
The Hungry Man,"Sector 49, Gurgaon",4.2,80.0,"fast food,street food,north indian,rolls,burger,sandwich,beverages",450.0,18.33030277982336,Sector 49,"fast food,street food,north indian,wraps,burger,sandwich,cafe",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/9/19677039/430943131ed2fede219e39de5455e8c7_featured_v2.jpg
La Milano Pizzeria,"Sector 31, Gurgaon",3.7,7.0,"pizza,fast food,italian,pasta,mexican,continental",350.0,5.089204259999789,Sector 31,"pizza,fast food,italian,italian,mexican,continental",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/6/5046/a762f0249216e797a52375c872c03da2_featured_v2.jpg
Blue Tokai Coffee Roasters,"Sector 66, Gurgaon",3.6,16.0,"cafe,coffee,american,italian,burger,sandwich,desserts,beverages",1100.0,7.58946638440411,Sector 66,"cafe,cafe,american,italian,burger,sandwich,desserts,cafe",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,https://b.zmtcdn.com/data/pictures/8/19046158/eac9378e3b7b4ea4edf10d0bf4fd7e80_featured_v2.jpg
The Big Chill Cakery,"DLF Cyber City, Gurgaon",4.3,180.0,"bakery,desserts",500.0,27.820855486487112,DLF Phase Phase,"bakery,desserts",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/18575144/b47707534b6f00a0d70481f99d2f56e7_featured_v2.jpg
"Petite Pie Shop - Pies, Pizzas, Sandwiches & More","Worldmark, Gurgaon",4.1,167.0,"beverages,bakery,desserts,pizza,sandwich,fast food,salad,european",1000.0,26.166772823563853,Worldmark,"cafe,bakery,desserts,pizza,sandwich,fast food,continental",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/20605913/2a6c9057260b2ef2a974a6d8e06d3ff5_featured_v2.jpg
Taco Bell,"Ardee Mall, Ardee City, Gurgaon",3.6,299.0,"mexican,fast food,wraps",500.0,32.80853547478156,Ardee Mall,"mexican,fast food,wraps",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/20520750/70f79f0a26c01fbb7fa684e093321724_featured_v2.jpg
Dhaba By The Forestta,"Sector 49, Gurgaon",2.7,12.0,"north indian,mughlai",300.0,5.692099788303083,Sector 49,"north indian,chicken",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/18575144/b47707534b6f00a0d70481f99d2f56e7_featured_v2.jpg
Gud Bites,"Sector 66, Gurgaon",3.7,29.0,"bakery,fast food,pizza,sandwich,pasta,street food,beverages",400.0,10.358571330062848,Sector 66,"bakery,fast food,pizza,sandwich,italian,street food,cafe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/5/19320335/1d403dab649727f31cb5069670546642_featured_v2.jpg
My Bar Headquarters,"Sector 29, Gurgaon",3.9,1489.0,"north indian,chinese,italian,bar food",1900.0,76.20433058560386,Sector 29,"north indian,chinese,italian",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/20379233/2caa611ccd062b92249af2f32a4dea65_featured_v2.jpg
Cafe Nipaso,"Golf Course Road, Gurgaon",3.8,15.0,"italian,pizza,salad,continental,pasta,asian,desserts,beverages",1200.0,7.54983443527075,Golf Course Road,"italian,pizza,continental,italian,asian,desserts,cafe",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/9/19654139/5380755862a490e9da21c185b7aa18a6_featured_v2.jpg
Karim's,"DLF Phase 3, Gurgaon",3.9,6.0,"north indian,mughlai,fast food,kebab,rolls,beverages",1000.0,4.8373546489791295,DLF Phase Phase,"north indian,chicken,fast food,chicken,wraps,cafe",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/18896450/95daba7faed7cdb54376525998c034a8_featured_v2.jpg
Boju's Kitchen,Sector 15,4.1,20.0,"momos,asian,beverages",1000.0,9.055385138137416,Sector 15,"momos,asian,cafe",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/20522803/ca6af8652dc665a98c18c21fce87f583_featured_v2.jpg
Punjab On My Plate,"Sector 69, Gurgaon",4.1,903.0,"north indian,mughlai,kebab,chinese,asian,seafood,desserts,beverages",1600.0,60.84652824935865,Sector 69,"north indian,chicken,chicken,chinese,asian,seafood,desserts,cafe",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/19701744/e88fa82ca2bb00da8ba6740c95bf182f_featured_v2.jpg
Sober's Tandoori Charcha,"Sector 69, Gurgaon",4.0,16.0,"north indian,chinese,momos,fast food",400.0,8.0,Sector 69,"north indian,chinese,momos,fast food",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/18254537/8b0b3f07b8707fac2c7836e496362bb4_featured_v2.jpg
Liangs Asian,"AIPL Joy Street, Gurgaon",3.9,11.0,"asian,chinese,thai,shake",1200.0,6.549809157525126,AIPL Joy Street,"asian,chinese,asian,cafe",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/18863320/f2708e09ed0f1105a2fad1954b368b5e_featured_v2.jpg
Taste Of Mumbai Street - Maitri Amruttulya,"Sector 14, Gurgaon",3.6,10.0,"sandwich,fast food,street food,tea,beverages",300.0,6.0,Sector 14,"sandwich,fast food,street food,cafe,cafe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/18896450/95daba7faed7cdb54376525998c034a8_featured_v2.jpg
Bengali Bistro,"Sikandarpur, Gurgaon",3.6,12.0,"north indian,mughlai,chinese,biryani,seafood,rolls",650.0,6.572670690061994,Sikandarpur,"north indian,chicken,chinese,biryani,seafood,wraps",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/20522803/ca6af8652dc665a98c18c21fce87f583_featured_v2.jpg
Bhai Ki Rasoi,"Sector 83, Gurgaon",4.1,417.0,"north indian,chinese,rolls,momos,fast food,mughlai,biryani",400.0,41.34851871591049,Sector 83,"north indian,chinese,wraps,momos,fast food,chicken,biryani",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/18671714/ddb7786171eab5fb146927cfcbbf6470_featured_v2.jpg
